src,dst,count,month,avg_fare
Midtown North,Prospect Heights,94,1,38.13436170212766
Midtown South,Arrochar/Fort Wadsworth,4,1,68.8325
Morningside Heights,Jackson Heights,16,1,37.699999999999996
Morningside Heights,Midtown Center,501,1,22.10550898203591
Mott Haven/Port Morris,Kips Bay,4,1,21.55
Murray Hill,Lincoln Square East,3836,1,15.372995307612118
NV,Upper East Side North,778,1,12.839408740359884
Newark Airport,Lincoln Square East,1,1,86.3
Norwood,Penn Station/Madison Sq West,1,1,46.34
Pelham Bay,Mott Haven/Port Morris,1,1,29.6
Penn Station/Madison Sq West,Far Rockaway,1,1,74.84
Penn Station/Madison Sq West,Midtown South,8674,1,8.55803089693331
Prospect Heights,Bedford,124,1,11.997661290322585
Queensbridge/Ravenswood,Corona,6,1,23.883333333333336
Rego Park,South Ozone Park,5,1,26.24
Soundview/Bruckner,Morningside Heights,1,1,8.0
Soundview/Castle Hill,LaGuardia Airport,3,1,24.66
South Jamaica,TriBeCa/Civic Center,10,1,62.623000000000005
South Williamsburg,Sheepshead Bay,1,1,48.3
Steinway,Belmont,1,1,36.84
Stuy Town/Peter Cooper Village,South Beach/Dongan Hills,1,1,83.75
Sunset Park West,Prospect Heights,7,1,15.447142857142856
Sutton Place/Turtle Bay North,West Farms/Bronx River,7,1,35.31142857142858
Sutton Place/Turtle Bay North,Westerleigh,1,1,73.42
TriBeCa/Civic Center,Cambria Heights,3,1,70.55666666666667
TriBeCa/Civic Center,Inwood Hill Park,7,1,46.12
UN/Turtle Bay South,Bronx Park,6,1,45.03
UN/Turtle Bay South,Kew Gardens Hills,19,1,43.63473684210526
Union Sq,Hillcrest/Pomonok,17,1,50.90705882352942
Upper East Side North,Columbia Street,8,1,39.82000000000001
Upper East Side North,South Williamsburg,49,1,32.483061224489795
Upper West Side South,East Concourse/Concourse Village,89,1,25.9670786516854
Van Cortlandt Village,Westchester Village/Unionport,1,1,27.8
Washington Heights South,Greenwich Village North,19,1,35.4778947368421
West Concourse,Riverdale/North Riverdale/Fieldston,2,1,25.8
Westchester Village/Unionport,Bedford Park,1,1,18.3
Williamsburg (South Side),Jackson Heights,31,1,22.69258064516129
Woodlawn/Wakefield,Norwood,1,1,8.8
Woodside,Maspeth,96,1,9.736041666666667
Yorkville East,Sheepshead Bay,1,1,75.84
Yorkville East,Woodside,48,1,24.357916666666668
Yorkville West,Forest Hills,79,1,37.52911392405063
Yorkville West,Kew Gardens Hills,10,1,45.339
Alphabet City,Williamsburg (North Side),188,1,18.551968085106385
Astoria,Gramercy,77,1,22.834935064935063
Baisley Park,South Jamaica,7,1,14.299999999999999
Battery Park City,Washington Heights South,89,1,39.84505617977528
Bay Ridge,Seaport,1,1,55.3
Bay Ridge,Westerleigh,2,1,41.24
Bedford,Briarwood/Jamaica Hills,1,1,41.76
Bedford,Park Slope,33,1,16.685757575757577
Boerum Hill,Seaport,35,1,14.370857142857144
Brooklyn Heights,Stuyvesant Heights,40,1,19.65875
Brooklyn Navy Yard,Clinton East,1,1,24.8
Bushwick North,Bay Ridge,6,1,41.89333333333334
Carroll Gardens,Long Island City/Hunters Point,5,1,28.565999999999995
Carroll Gardens,Manhattan Valley,2,1,45.295
Central Harlem,Crotona Park East,8,1,20.262500000000003
Central Harlem,Gowanus,4,1,47.935
Central Harlem,Upper East Side North,933,1,12.101254019292588
Central Harlem,Upper East Side South,517,1,16.230135396518364
Central Harlem North,Bay Ridge,3,1,55.59666666666667
Central Harlem North,Highbridge,61,1,11.518524590163937
Central Park,Battery Park City,491,1,28.29193482688391
Clinton East,Red Hook,48,1,34.44375
Clinton Hill,Newark Airport,1,1,113.08
Cobble Hill,Heartland Village/Todt Hill,1,1,55.03
Crown Heights North,Bushwick North,27,1,17.420370370370375
Crown Heights North,Times Sq/Theatre District,5,1,34.774
Crown Heights South,Bay Ridge,5,1,28.21
Cypress Hills,JFK Airport,8,1,41.040000000000006
DUMBO/Vinegar Hill,JFK Airport,34,1,61.475
Downtown Brooklyn/MetroTech,Brighton Beach,6,1,44.62
Downtown Brooklyn/MetroTech,Meatpacking/West Village West,47,1,18.29021276595745
Dyker Heights,Marine Park/Mill Basin,1,1,18.3
East Chelsea,Marble Hill,14,1,37.904999999999994
East Chelsea,Riverdale/North Riverdale/Fieldston,60,1,45.09433333333334
East Chelsea,Stuy Town/Peter Cooper Village,914,1,13.73444201312909
East Chelsea,Westchester Village/Unionport,15,1,44.5
East Flatbush/Remsen Village,Sunset Park East,1,1,15.3
East Harlem North,Meatpacking/West Village West,19,1,31.00526315789473
East Harlem South,Bensonhurst West,4,1,57.8475
East Tremont,Claremont/Bathgate,5,1,7.8
East Village,Highbridge Park,10,1,39.891
East Village,Lincoln Square East,1952,1,21.57533811475415
Elmhurst,Kingsbridge Heights,1,1,43.34
Elmhurst/Maspeth,Midtown East,2,1,22.525
Erasmus,Union Sq,1,1,22.3
Far Rockaway,Far Rockaway,6,1,21.498333333333335
Financial District North,Bayside,6,1,68.03166666666667
Financial District South,Manhattanville,15,1,37.692
Flatbush/Ditmas Park,Crown Heights South,13,1,16.44076923076923
Flatbush/Ditmas Park,Sunnyside,2,1,43.07
Flatiron,Jamaica Estates,13,1,51.45769230769231
Flatiron,West Brighton,2,1,81.085
Flushing,Bayside,9,1,16.623333333333335
Flushing,Central Harlem North,1,1,62.84
Flushing,Central Park,1,1,31.3
Flushing,College Point,38,1,11.05421052631579
Flushing Meadows-Corona Park,Clinton East,34,1,67.16852941176471
Forest Hills,UN/Turtle Bay South,19,1,34.11473684210526
Forest Hills,Yorkville East,2,1,47.785
Garment District,City Island,2,1,56.075
Garment District,Garment District,3810,1,9.70780052493446
Garment District,Little Italy/NoLiTa,1380,1,17.43125362318844
Garment District,Longwood,14,1,34.64142857142857
Glendale,Jamaica Estates,1,1,24.3
Gowanus,Gravesend,1,1,27.8
Gramercy,Riverdale/North Riverdale/Fieldston,28,1,50.970000000000006
Greenwich Village North,Washington Heights North,162,1,39.45351851851851
Greenwich Village South,Saint George/New Brighton,2,1,75.72
Hudson Sq,Borough Park,7,1,38.012857142857136
Hudson Sq,Woodlawn/Wakefield,2,1,23.9
JFK Airport,Coney Island,229,1,50.902270742358056
JFK Airport,Jamaica Bay,3,1,34.82666666666667
JFK Airport,Pelham Parkway,156,1,64.80897435897434
JFK Airport,Seaport,532,1,63.239154135338396
Jamaica,Baisley Park,6,1,19.385
Jamaica Bay,Upper West Side South,1,1,58.34
Jamaica Estates,North Corona,1,1,24.8
Kew Gardens,Briarwood/Jamaica Hills,22,1,9.576818181818181
Kew Gardens Hills,Glen Oaks,1,1,22.8
Kips Bay,Upper East Side South,1860,1,13.861967741935516
Lenox Hill East,Van Cortlandt Park,8,1,38.466249999999995
Lenox Hill West,Battery Park,23,1,26.07869565217391
Lenox Hill West,Boerum Hill,74,1,32.72513513513514
Lenox Hill West,Borough Park,16,1,48.34375
Lincoln Square East,Greenwich Village North,1508,1,18.809661803713563
Lincoln Square East,Howard Beach,1,1,48.8
Lincoln Square West,Times Sq/Theatre District,3503,1,10.992843277191032
Little Italy/NoLiTa,Financial District North,2365,1,10.499695560253729
Little Italy/NoLiTa,Spuyten Duyvil/Kingsbridge,20,1,49.841
Long Island City/Queens Plaza,Morningside Heights,17,1,23.42823529411765
Lower East Side,Elmhurst,151,1,27.050927152317875
Manhattan Valley,East Village,271,1,28.381365313653124
Manhattan Valley,East Williamsburg,15,1,42.534666666666666
Manhattanville,Williamsburg (North Side),2,1,42.55
Meatpacking/West Village West,Morningside Heights,280,1,25.83467857142856
Middle Village,Bellerose,1,1,60.35
Midtown Center,Bedford,142,1,34.37211267605633
Midtown North,Brooklyn Navy Yard,12,1,36.0575
Midtown North,Rego Park,70,1,31.545571428571442
Midtown South,South Beach/Dongan Hills,3,1,62.39333333333334
Midtown South,Sunset Park West,112,1,39.00883928571428
Midtown South,Washington Heights North,157,1,35.23184713375796
Murray Hill,Yorkville East,2675,1,16.14048224299071
NA,Boerum Hill,1,1,38.16
North Corona,Elmhurst/Maspeth,4,1,15.3
Penn Station/Madison Sq West,Manhattanville,263,1,26.517186311787057
Prospect Park,Erasmus,2,1,13.05
Prospect-Lefferts Gardens,Richmond Hill,1,1,33.39
Queensbridge/Ravenswood,Central Park,15,1,22.714666666666673
Randalls Island,Clinton East,1,1,70.01
Rego Park,Union Sq,3,1,53.39000000000001
SoHo,Bayside,3,1,52.326666666666675
Springfield Gardens South,Seaport,5,1,61.029999999999994
Steinway,Union Sq,11,1,36.42181818181818
Stuy Town/Peter Cooper Village,Fordham South,1,1,33.8
Sunnyside,Bay Terrace/Fort Totten,1,1,41.8
Sunset Park West,Dyker Heights,4,1,15.8275
Sutton Place/Turtle Bay North,Canarsie,6,1,60.57666666666666
Sutton Place/Turtle Bay North,City Island,3,1,46.22
Sutton Place/Turtle Bay North,Midwood,12,1,44.26833333333334
Times Sq/Theatre District,Columbia Street,35,1,35.09285714285714
TriBeCa/Civic Center,Cobble Hill,474,1,16.813818565400837
TriBeCa/Civic Center,Green-Wood Cemetery,4,1,24.945
TriBeCa/Civic Center,Inwood,84,1,41.8072619047619
TriBeCa/Civic Center,Lenox Hill West,1034,1,26.941943907156706
Two Bridges/Seward Park,Prospect-Lefferts Gardens,31,1,27.971290322580643
UN/Turtle Bay South,Queensbridge/Ravenswood,21,1,17.72095238095238
UN/Turtle Bay South,Stapleton,8,1,69.10625
UN/Turtle Bay South,Union Sq,3643,1,12.19331320340384
Union Sq,Long Island City/Queens Plaza,184,1,21.796195652173914
Upper East Side North,Astoria Park,1,1,21.0
Upper East Side North,Forest Hills,74,1,41.234594594594604
Upper West Side North,Manhattan Valley,9997,1,7.011615484645354
Upper West Side South,Old Astoria,107,1,26.819626168224296
Upper West Side South,Roosevelt Island,20,1,26.204500000000003
West Chelsea/Hudson Yards,Bronxdale,1,1,55.01
West Chelsea/Hudson Yards,Midtown South,4245,1,11.506501766784483
West Chelsea/Hudson Yards,Newark Airport,277,1,90.59693140794224
West Chelsea/Hudson Yards,Oakland Gardens,1,1,79.84
West Village,Belmont,7,1,42.65714285714286
West Village,Country Club,1,1,52.55
Westchester Village/Unionport,Mount Hope,1,1,16.8
Williamsburg (North Side),Rego Park,4,1,23.349999999999998
Windsor Terrace,Fort Greene,1,1,13.56
Windsor Terrace,Woodside,1,1,38.76
Woodside,Hamilton Heights,4,1,38.695
Yorkville East,Two Bridges/Seward Park,170,1,20.062588235294122
Yorkville West,Morningside Heights,1115,1,15.748681614349785
Arrochar/Fort Wadsworth,NA,2,1,78.13499999999999
Astoria,Middle Village,32,1,23.927187500000002
Astoria,Parkchester,3,1,36.446666666666665
Auburndale,Whitestone,1,1,23.75
Baisley Park,Springfield Gardens North,4,1,11.120000000000001
Battery Park City,South Williamsburg,9,1,24.744444444444444
Bedford,Crown Heights North,235,1,9.80212765957447
Bedford,Upper East Side North,3,1,30.799999999999997
Bloomingdale,Eastchester,1,1,45.8
Brooklyn Navy Yard,Williamsburg (South Side),11,1,11.545454545454547
Bushwick North,Clinton Hill,45,1,16.97511111111111
Bushwick South,Sunset Park East,1,1,31.3
Bushwick South,West Village,8,1,23.41375
Canarsie,Midtown South,1,1,106.34
Central Harlem,North Corona,12,1,35.945
Central Harlem North,Manhattanville,595,1,7.9118319327731035
Central Park,Yorkville East,1645,1,11.945465045592723
Claremont/Bathgate,Belmont,3,1,10.313333333333334
Clinton East,Springfield Gardens South,14,1,56.92785714285714
Clinton West,Upper West Side North,1839,1,12.570744970092466
Cobble Hill,Downtown Brooklyn/MetroTech,202,1,8.913168316831685
Cobble Hill,Long Island City/Hunters Point,2,1,31.64
Columbia Street,Prospect-Lefferts Gardens,8,1,18.39375
Coney Island,Erasmus,1,1,25.8
Crown Heights North,Lenox Hill West,1,1,43.12
DUMBO/Vinegar Hill,Battery Park City,49,1,15.050612244897962
DUMBO/Vinegar Hill,East Williamsburg,21,1,16.865238095238094
Downtown Brooklyn/MetroTech,Newark Airport,19,1,89.97736842105263
East Chelsea,East Chelsea,13516,1,8.24506954720314
East Elmhurst,Clinton Hill,3,1,62.99999999999999
East Elmhurst,Prospect-Lefferts Gardens,2,1,43.275
East Harlem North,Highbridge Park,6,1,18.08666666666667
East Harlem North,Yorkville West,2146,1,8.978150046598348
East Harlem South,Brighton Beach,3,1,59.133333333333326
East Harlem South,Brownsville,6,1,51.61833333333334
East Harlem South,Crown Heights South,6,1,42.71999999999999
East Harlem South,Pelham Bay,9,1,33.096666666666664
East Village,East Flushing,3,1,40.76333333333333
East Village,Morningside Heights,513,1,31.163411306042892
East Williamsburg,JFK Airport,22,1,55.27136363636364
Erasmus,Times Sq/Theatre District,1,1,45.3
Financial District South,Park Slope,274,1,24.647481751824813
Financial District South,Westerleigh,10,1,69.712
Flatbush/Ditmas Park,Flushing,1,1,71.07
Flatiron,Clinton West,2636,1,12.688679817905962
Flatiron,University Heights/Morris Heights,23,1,36.296086956521734
Flatlands,Flatlands,36,1,17.31861111111111
Flushing,Chinatown,1,1,43.3
Flushing Meadows-Corona Park,Seaport,1,1,63.36
Flushing Meadows-Corona Park,Union Sq,12,1,67.38583333333332
Forest Hills,Mount Hope,5,1,64.846
Forest Hills,Queensboro Hill,17,1,14.24529411764706
Fort Greene,Meatpacking/West Village West,54,1,20.15740740740741
Garment District,East Harlem North,611,1,21.47479541734859
Greenwich Village South,Morningside Heights,281,1,30.566939501779352
Hudson Sq,Parkchester,3,1,51.04999999999999
Hunts Point,Morrisania/Melrose,2,1,8.3
Inwood,Central Park,4,1,30.29
JFK Airport,Stapleton,32,1,81.27125
JFK Airport,Yorkville East,1822,1,67.62197036223931
Jackson Heights,Upper West Side North,5,1,37.656
Jamaica,TriBeCa/Civic Center,8,1,61.2775
Kew Gardens Hills,Jamaica Estates,4,1,12.712499999999999
Kingsbridge Heights,Sunset Park West,1,1,56.3
Kips Bay,Melrose South,36,1,24.717777777777783
LaGuardia Airport,Upper West Side South,3355,1,45.913412816691505
Lincoln Square East,Clinton East,14756,1,8.305121984277392
Little Italy/NoLiTa,Woodhaven,9,1,39.46666666666667
Long Island City/Hunters Point,City Island,1,1,46.3
Long Island City/Queens Plaza,Carroll Gardens,3,1,30.683333333333337
Lower East Side,Morrisania/Melrose,16,1,35.264375
Madison,Brooklyn Heights,1,1,14.3
Manhattan Valley,Jamaica,5,1,54.71600000000001
Manhattan Valley,Longwood,9,1,22.68888888888889
Manhattan Valley,Morningside Heights,6277,1,7.678312888322513
Manhattanville,Lenox Hill West,55,1,22.435454545454547
Meatpacking/West Village West,Hammels/Arverne,1,1,102.91
Meatpacking/West Village West,Meatpacking/West Village West,3599,1,8.799010836343477
Meatpacking/West Village West,Union Sq,5385,1,10.631361188486563
Melrose South,Norwood,3,1,22.96666666666667
Middle Village,Ridgewood,3,1,15.356666666666667
Midtown Center,Brighton Beach,17,1,63.94117647058823
Midtown Center,South Jamaica,2,1,57.3
Midtown East,Manhattan Beach,1,1,63.36
Midtown East,Newark Airport,795,1,98.8292704402515
Midtown South,Columbia Street,38,1,31.163421052631588
Morningside Heights,Bronxdale,8,1,35.03125
Murray Hill,Breezy Point/Fort Tilden/Riis Beach,5,1,84.734
Murray Hill-Queens,Kew Gardens Hills,2,1,20.805
NA,Midtown North,6,1,37.473333333333336
NA,Riverdale/North Riverdale/Fieldston,1,1,13.3
NV,Ocean Hill,8,1,30.643750000000004
NV,Pelham Bay,1,1,62.8
NV,Starrett City,1,1,26.8
NV,Upper West Side South,493,1,14.868620689655165
NV,Williamsburg (North Side),63,1,27.067619047619047
Oakland Gardens,Sunnyside,1,1,31.8
Ocean Hill,East Village,1,1,34.3
Penn Station/Madison Sq West,Allerton/Pelham Gardens,6,1,53.199999999999996
Penn Station/Madison Sq West,Bay Terrace/Fort Totten,10,1,57.474000000000004
Queensbridge/Ravenswood,West Concourse,2,1,31.82
Randalls Island,Central Park,4,1,61.5625
Red Hook,Washington Heights South,1,1,46.82
Rego Park,Auburndale,2,1,24.6
Seaport,Lincoln Square West,53,1,26.856226415094337
Sheepshead Bay,NV,1,1,120.96
Soundview/Bruckner,Penn Station/Madison Sq West,2,1,60.25
Soundview/Bruckner,Van Nest/Morris Park,1,1,7.3
Soundview/Castle Hill,Flatbush/Ditmas Park,1,1,63.3
South Ozone Park,Sunnyside,1,1,36.3
Stuy Town/Peter Cooper Village,Borough Park,2,1,41.8
Stuy Town/Peter Cooper Village,Crown Heights South,6,1,30.676666666666666
Stuyvesant Heights,DUMBO/Vinegar Hill,4,1,20.412499999999998
Sunnyside,Gowanus,7,1,30.168571428571425
Sunset Park West,Lower East Side,4,1,24.977500000000003
Times Sq/Theatre District,Saint Albans,12,1,55.24000000000001
Two Bridges/Seward Park,East Flatbush/Farragut,7,1,27.014285714285716
Two Bridges/Seward Park,Willets Point,1,1,43.3
UN/Turtle Bay South,Bloomingdale,116,1,22.49896551724138
UN/Turtle Bay South,Great Kills,1,1,82.38
UN/Turtle Bay South,Parkchester,6,1,35.77333333333333
Union Sq,Laurelton,1,1,57.84
Upper East Side North,Crown Heights South,20,1,43.116
Upper West Side South,Windsor Terrace,28,1,46.73000000000001
West Concourse,Greenwich Village South,1,1,39.8
Williamsburg (North Side),JFK Airport,37,1,55.33567567567568
Williamsburg (North Side),Maspeth,21,1,16.952380952380953
Williamsburg (South Side),Lenox Hill East,29,1,25.46896551724138
Woodhaven,Kew Gardens,2,1,13.965
Woodside,Clinton Hill,3,1,25.27
World Trade Center,Greenpoint,100,1,28.1532
Yorkville West,Claremont/Bathgate,19,1,27.024210526315784
Astoria,Midtown Center,157,1,20.896114649681532
Astoria,Prospect Heights,2,1,33.98
Baisley Park,Flatbush/Ditmas Park,1,1,44.8
Baisley Park,Steinway,3,1,34.78666666666666
Bay Ridge,Central Harlem North,1,1,65.21
Bay Terrace/Fort Totten,Midtown Center,2,1,54.28
Bedford,Bath Beach,1,1,33.8
Brooklyn Heights,Bloomingdale,4,1,38.037499999999994
Brooklyn Navy Yard,Sunset Park West,4,1,21.8825
Brownsville,Sunset Park West,1,1,56.8
Central Harlem,Eltingville/Annadale/Prince's Bay,1,1,108.92
Central Harlem,Oakland Gardens,1,1,47.84
Central Harlem North,Flushing,1,1,47.21
Central Park,Brooklyn Navy Yard,1,1,41.75
Central Park,Long Island City/Queens Plaza,40,1,18.37475
Clinton East,Stuy Town/Peter Cooper Village,634,1,17.50053627760251
Clinton West,Flushing,13,1,51.51153846153847
Crown Heights South,Homecrest,1,1,21.8
Crown Heights South,South Williamsburg,1,1,11.3
East Elmhurst,Douglaston,1,1,39.95
East Flatbush/Remsen Village,Boerum Hill,2,1,23.625
East Harlem North,Manhattanville,367,1,11.167629427792912
East Harlem North,Pelham Bay Park,1,1,35.8
East Tremont,Co-Op City,1,1,24.3
East Williamsburg,Greenwich Village North,10,1,19.166
Elmhurst,Cypress Hills,4,1,24.8125
Elmhurst,Garment District,5,1,37.362
Elmhurst/Maspeth,East Williamsburg,3,1,17.66
Erasmus,Sunset Park West,1,1,20.8
Far Rockaway,NA,2,1,8.05
Financial District South,UN/Turtle Bay South,615,1,21.032211382113815
Flatbush/Ditmas Park,Cobble Hill,1,1,17.3
Flatiron,North Corona,24,1,38.28791666666667
Flushing,Midtown South,4,1,46.055
Garment District,Arrochar/Fort Wadsworth,10,1,74.64500000000001
Gowanus,Washington Heights North,2,1,63.004999999999995
Gramercy,Old Astoria,240,1,24.292958333333324
Greenpoint,East Flatbush/Farragut,1,1,40.3
Greenwich Village North,East Tremont,8,1,44.397499999999994
Greenwich Village North,Flushing,13,1,47.92230769230769
Hamilton Heights,Financial District South,2,1,33.3
Hamilton Heights,Manhattan Valley,297,1,12.553872053872052
Highbridge,Parkchester,1,1,13.8
Homecrest,LaGuardia Airport,2,1,75.175
Hudson Sq,Lincoln Square West,265,1,20.727320754716978
Jackson Heights,Jamaica,12,1,28.43416666666667
Kensington,Homecrest,1,1,14.3
Kips Bay,East Flushing,4,1,42.865
Kips Bay,Starrett City,4,1,54.6225
